Before erosion ID,Initial X,Initial Y,Initial Z,Norm Initial X,Norm Initial Y,Norm Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Z location half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 Connectivity,4 Connectivity,5 Connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
8988,0.302,0.15,0.2544728,0.914,0.351,0.712,3,8988,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.914466344,0.350890208,0.711518584,1
8989,0.252,0.103,0.2286074,0.729,0.177,0.619,0,8989,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.728523615,0.176557864,0.619089752,1
8991,0.151,0.21,0.2393115,0.353,0.573,0.657,3,8991,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.352919301,0.573442136,0.657340367,1
8993,0.21,0.0921,0.2574202,0.572,0.136,0.722,3,8993,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.572331722,0.136127596,0.722050984,1
8998,0.0998,0.295,0.2650008,0.163,0.889,0.749,0,8998,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.162513946,0.888724036,0.749139914,1
9000,0.135,0.2,0.3106986,0.293,0.536,0.912,0,9000,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.293417627,0.536350148,0.912438927,1
9001,0.305,0.324,0.2686692,0.926,0.996,0.762,0,9001,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.925622908,0.996290801,0.762248775,1
9004,0.143,0.275,0.2986218,0.323,0.815,0.869,0,9004,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.323168464,0.814540059,0.869283031,1
9009,0.324,0.232,0.2475903,0.996,0.655,0.687,5,9009,Not eroded,0,1,1,1,1,0,0,0,0,0,1,0.996281145,0.65504451,0.686924283,1
9010,0.196,0.181,0.2500976,0.52,0.466,0.696,5,9010,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.520267758,0.465875371,0.695884006,1
9011,0.21,0.324,0.2851823,0.572,0.996,0.821,0,9011,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.572331722,0.996290801,0.821257588,1
9013,0.156,0.157,0.3163981,0.372,0.377,0.933,0,9013,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.371513574,0.376854599,0.932805832,1
9015,0.306,0.155,0.2461142,0.929,0.369,0.682,7,9015,Not eroded,0,1,1,1,1,0,0,0,0,0,0,0.929341763,0.369436202,0.681649507,1
9022,0.0944,0.128,0.3095705,0.142,0.269,0.908,0,9022,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.142432131,0.269287834,0.908407713,1
9027,0.288,0.127,0.3220848,0.862,0.266,0.953,0,9027,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.86240238,0.265578635,0.953126996,1
9028,0.132,0.146,0.2336912,0.282,0.336,0.637,0,9028,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.282261064,0.336053412,0.63725648,1
9035,0.106,0.324,0.307262,0.186,0.996,0.9,0,9035,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.185570844,0.996290801,0.900158393,1
9036,0.294,0.187,0.238412,0.885,0.488,0.654,0,9036,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.884715508,0.488130564,0.654126045,1
9037,0.213,0.242,0.3235214,0.583,0.692,0.958,0,9037,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.583488286,0.692136499,0.958260621,1
9044,0.112,0.288,0.2581536,0.208,0.863,0.725,0,9044,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.207883972,0.862759644,0.724671756,1
9045,0.22,0.134,0.3169191,0.61,0.292,0.935,0,9045,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.609520268,0.291543027,0.934667602,1
9060,0.19,0.232,0.2727265,0.498,0.655,0.777,4,9060,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.49795463,0.65504451,0.776747352,1
9061,0.128,0.279,0.3035118,0.267,0.829,0.887,0,9061,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.267385645,0.829376855,0.886757224,1
9062,0.0662,0.299,0.2904152,0.0376,0.904,0.84,0,9062,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.037560431,0.903560831,0.839957119,1
9065,0.124,0.138,0.3157447,0.253,0.306,0.93,0,9065,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.252510227,0.306379822,0.930470937,1
9070,0.119,0.0617,0.2879102,0.234,0.0234,0.831,4,9070,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.233915954,0.023367953,0.831005615,1
9072,0.296,0.212,0.2309337,0.892,0.581,0.627,5,9072,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.892153217,0.580860534,0.627402679,1
9073,0.292,0.199,0.2631354,0.877,0.533,0.742,4,9073,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.877277798,0.53264095,0.742473992,1
9075,0.153,0.0559,0.308579,0.36,0.00185,0.905,0,9075,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.36035701,0.001854599,0.904864633,1
9076,0.11,0.135,0.3021097,0.2,0.295,0.882,0,9076,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.200446263,0.295252226,0.881746883,1
9084,0.0611,0.253,0.2487357,0.0186,0.733,0.691,0,9084,ERODED,1,1,1,1,1,0,1,1,1,1,1,0.018594273,0.732937685,0.691017318,1
9086,0.0853,0.209,0.31679,0.109,0.57,0.934,0,9086,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.108590554,0.569732938,0.934206269,1
9089,0.114,0.311,0.2736518,0.215,0.948,0.78,0,9089,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.215321681,0.948071217,0.78005387,1
9092,0.0711,0.056,0.3255696,0.0558,0.00223,0.966,0,9092,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.055782819,0.002225519,0.965579771,1
9095,0.108,0.324,0.2861901,0.193,0.996,0.825,0,9095,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.193008553,0.996290801,0.824858916,1
9104,0.0693,0.245,0.2775655,0.0491,0.703,0.794,0,9104,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.049088881,0.703264095,0.794039299,1
9107,0.256,0.122,0.2561934,0.743,0.247,0.718,0,9107,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.743399033,0.247032641,0.71766707,1
9115,0.169,0.143,0.2284048,0.42,0.325,0.618,5,9115,Not eroded,0,1,1,0,0,0,0,0,0,0,1,0.419858684,0.324925816,0.61836577,1
9123,0.268,0.245,0.3207295,0.788,0.703,0.948,0,9123,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.788025288,0.703264095,0.948283893,1
9124,0.147,0.0744,0.3134015,0.338,0.0705,0.922,2,9124,Not eroded,0,1,1,1,1,1,1,0,1,1,1,0.338043882,0.070474777,0.922097618,1
9126,0.191,0.243,0.2406483,0.502,0.696,0.662,0,9126,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.501673485,0.695845697,0.662117361,1
9131,0.0962,0.182,0.3249086,0.149,0.47,0.963,0,9131,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.149126069,0.46958457,0.963217717,1
9132,0.296,0.0559,0.276275,0.892,0.00185,0.789,4,9132,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.892153217,0.001854599,0.789427756,1
9135,0.0604,0.135,0.2959523,0.016,0.295,0.86,3,9135,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.015991075,0.295252226,0.859743694,1
9139,0.182,0.221,0.3250258,0.468,0.614,0.964,0,9139,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.468203793,0.614243323,0.963636526,1
9146,0.127,0.0559,0.287659,0.264,0.00185,0.83,4,9146,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.263666791,0.001854599,0.830107963,1
9151,0.0831,0.268,0.3122102,0.1,0.789,0.918,0,9151,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.100409074,0.788575668,0.917840561,1
9152,0.124,0.24,0.2756402,0.253,0.685,0.787,3,9152,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.252510227,0.684718101,0.787159327,1
9155,0.324,0.251,0.2638653,0.996,0.726,0.745,4,9155,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.996281145,0.725519288,0.745082256,1
9159,0.283,0.236,0.2547744,0.844,0.67,0.713,4,9159,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.843808107,0.669881306,0.712596338,1
9161,0.27,0.146,0.2658159,0.795,0.336,0.752,2,9161,Not eroded,0,1,1,1,1,1,1,0,1,1,1,0.795462997,0.336053412,0.752052637,1
9162,0.168,0.202,0.2684553,0.416,0.544,0.761,0,9162,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.416139829,0.543768546,0.761484413,1
9171,0.223,0.164,0.2537989,0.621,0.403,0.709,0,9171,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.620676832,0.402818991,0.709110433,1
9172,0.262,0.137,0.3123306,0.766,0.303,0.918,0,9172,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.765712161,0.302670623,0.918270805,1
9173,0.062,0.0821,0.237739,0.0219,0.099,0.652,6,9173,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0.021941242,0.099035608,0.65172111,1
9174,0.277,0.261,0.2758621,0.821,0.763,0.788,3,9174,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.82149498,0.762611276,0.787952277,1
9178,0.268,0.151,0.2473672,0.788,0.355,0.686,6,9178,Not eroded,0,1,1,1,1,0,0,0,0,0,0,0.788025288,0.354599407,0.686127045,1
9179,0.221,0.0559,0.2596607,0.613,0.00185,0.73,3,9179,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.613239122,0.001854599,0.730057309,1
9182,0.163,0.181,0.2480062,0.398,0.466,0.688,0,9182,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.397545556,0.465875371,0.688410483,1
9183,0.107,0.0838,0.2520216,0.189,0.105,0.703,3,9183,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.189289699,0.105341246,0.702759332,1
9185,0.268,0.0559,0.2667879,0.788,0.00185,0.756,4,9185,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.788025288,0.001854599,0.755526035,1
9198,0.294,0.269,0.2647343,0.885,0.792,0.748,4,9198,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.884715508,0.792284866,0.748187588,1
9201,0.0888,0.324,0.2422445,0.122,0.996,0.668,0,9201,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.121606545,0.996290801,0.667821309,1
9205,0.272,0.184,0.3009609,0.803,0.477,0.878,3,9205,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.802900707,0.477002967,0.877641699,1
9207,0.324,0.19,0.2357277,0.996,0.499,0.645,5,9207,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.996281145,0.49925816,0.644533821,1
9212,0.112,0.227,0.281513,0.208,0.636,0.808,4,9212,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.207883972,0.636498516,0.808145511,1
9213,0.29,0.0559,0.2337218,0.87,0.00185,0.637,3,9213,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.869840089,0.001854599,0.637365828,1
9216,0.163,0.255,0.2931744,0.398,0.74,0.85,0,9216,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.397545556,0.740356083,0.849816994,1
9217,0.191,0.0559,0.2363046,0.502,0.00185,0.647,4,9217,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.501673485,0.001854599,0.646595346,1
9218,0.0567,0.0898,0.2986682,0.00223,0.128,0.869,0,9218,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.002231313,0.127596439,0.869448839,1
9220,0.316,0.168,0.2958587,0.967,0.418,0.859,4,9220,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.966530309,0.417655786,0.859409219,1
9221,0.284,0.0561,0.3205653,0.848,0.0026,0.948,0,9221,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.847526962,0.002596439,0.947697132,1
9222,0.0988,0.324,0.2289186,0.159,0.996,0.62,3,9222,Not eroded,0,1,1,0,0,0,1,0,0,1,1,0.158795091,0.996290801,0.620201811,1
9223,0.233,0.0942,0.2848485,0.658,0.144,0.82,0,9223,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.657865377,0.143916914,0.820064769,1
9234,0.0565,0.165,0.2646733,0.00149,0.407,0.748,3,9234,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.001487542,0.40652819,0.747969608,1
9235,0.268,0.0559,0.2513787,0.788,0.00185,0.7,3,9235,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.788025288,0.001854599,0.700461958,1
9240,0.178,0.324,0.2473682,0.453,0.996,0.686,3,9240,ERODED,1,1,1,1,1,0,1,0,0,1,1,0.453328375,0.996290801,0.686130619,1
9244,0.164,0.21,0.2638946,0.401,0.573,0.745,4,9244,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.401264411,0.573442136,0.745186959,1
9245,0.187,0.137,0.2807844,0.487,0.303,0.806,0,9245,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.486798066,0.302670623,0.805541892,1
9247,0.296,0.18,0.2525154,0.892,0.462,0.705,4,9247,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.892153217,0.462166172,0.704523904,1
9254,0.115,0.066,0.2522959,0.219,0.0393,0.704,4,9254,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.219040536,0.039317507,0.703739531,1
9256,0.0565,0.0558,0.2386789,0.00149,0.00148,0.655,3,9256,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.001487542,0.00148368,0.6550798,1
9259,0.135,0.166,0.3077841,0.293,0.41,0.902,0,9259,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.293417627,0.410237389,0.902024094,1
9262,0.276,0.263,0.2600799,0.818,0.77,0.732,4,9262,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.817776125,0.770029674,0.731555301,1
9263,0.0651,0.298,0.2583124,0.0335,0.9,0.725,4,9263,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.033469691,0.899851632,0.72523922,1
9265,0.0902,0.115,0.2960473,0.127,0.221,0.86,0,9265,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.126812942,0.221068249,0.860083172,1
9269,0.129,0.129,0.3194716,0.271,0.273,0.944,0,9269,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.2711045,0.272997033,0.943788845,1
9270,0.0577,0.0852,0.3137516,0.00595,0.111,0.923,0,9270,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.005950167,0.110534125,0.923348684,1
9272,0.0599,0.0559,0.2479993,0.0141,0.00185,0.688,3,9272,Not eroded,0,1,1,1,1,0,1,0,0,1,1,0.014131647,0.001854599,0.688385826,1
9279,0.129,0.143,0.3077789,0.271,0.325,0.902,0,9279,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.2711045,0.324925816,0.902005512,1
9289,0.307,0.195,0.2417663,0.933,0.518,0.666,5,9289,Not eroded,0,1,1,1,1,0,0,0,0,0,1,0.933060617,0.517804154,0.666112483,1
9290,0.324,0.294,0.2646017,0.996,0.885,0.748,0,9290,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.996281145,0.885014837,0.747713748,1
9297,0.306,0.255,0.2705921,0.929,0.74,0.769,6,9297,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0.929341763,0.740356083,0.769120171,1
9298,0.219,0.263,0.2498951,0.606,0.77,0.695,0,9298,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.605801413,0.770029674,0.695160381,1
9299,0.169,0.0635,0.3070417,0.42,0.03,0.899,0,9299,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.419858684,0.03004451,0.899371161,1
9305,0.185,0.068,0.3178362,0.479,0.0467,0.938,0,9305,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.479360357,0.046735905,0.937944817,1
9307,0.183,0.0613,0.235003,0.472,0.0219,0.642,6,9307,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0.471922648,0.021884273,0.641944138,1
9308,0.103,0.059,0.2880241,0.174,0.0134,0.831,3,9308,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.17441428,0.013353116,0.831412631,1
9315,0.209,0.154,0.2306419,0.569,0.366,0.626,0,9315,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.568612867,0.365727003,0.626359945,1
9320,0.239,0.199,0.2680107,0.68,0.533,0.76,0,9320,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.680178505,0.53264095,0.759895655,1
9325,0.255,0.215,0.2719783,0.74,0.592,0.774,0,9325,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.739680179,0.591988131,0.774073694,1
9338,0.0658,0.283,0.2938444,0.0361,0.844,0.852,0,9338,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.03607289,0.84421365,0.852211209,1
9344,0.199,0.129,0.2264676,0.531,0.273,0.611,0,9344,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.531424321,0.272997033,0.611443274,1
9345,0.288,0.112,0.2262331,0.862,0.21,0.611,0,9345,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.86240238,0.209940653,0.610605299,1
9347,0.0731,0.107,0.279653,0.0632,0.191,0.801,0,9347,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.063220528,0.191394659,0.801498886,1
9352,0.273,0.284,0.2526345,0.807,0.848,0.705,4,9352,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.806619561,0.847922849,0.704949503,1
9354,0.29,0.169,0.2931077,0.87,0.421,0.85,0,9354,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.869840089,0.421364985,0.849578645,1
9357,0.157,0.119,0.2512599,0.375,0.236,0.7,3,9357,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.375232428,0.235905045,0.700037432,1
9358,0.325,0.273,0.2959743,1,0.807,0.86,3,9358,Not eroded,0,1,1,1,1,1,1,0,0,1,1,1,0.807121662,0.85982231,1
9362,0.199,0.115,0.3242407,0.531,0.221,0.961,0,9362,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.531424321,0.221068249,0.960831007,1
9366,0.0968,0.259,0.2987818,0.151,0.755,0.87,0,9366,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.151357382,0.755192878,0.869854784,1
9372,0.297,0.289,0.2348551,0.896,0.866,0.641,5,9372,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.895872071,0.866468843,0.641415624,1
9373,0.32,0.274,0.2616729,0.981,0.811,0.737,6,9373,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0.981405727,0.810830861,0.737247815,1
9376,0.173,0.14,0.2910244,0.435,0.314,0.842,0,9376,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.434734102,0.31379822,0.842134067,1
9380,0.117,0.219,0.2557662,0.226,0.607,0.716,0,9380,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.226478245,0.606824926,0.71614049,1
9384,0.0739,0.218,0.3020505,0.0662,0.603,0.882,0,9384,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.066195612,0.603115727,0.881535335,1
9386,0.262,0.108,0.2691604,0.766,0.195,0.764,0,9386,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.765712161,0.195103858,0.764004056,1
9387,0.127,0.218,0.3173808,0.264,0.603,0.936,0,9387,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.263666791,0.603115727,0.936317466,1
9390,0.0565,0.261,0.3053917,0.00149,0.763,0.893,0,9390,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.001487542,0.762611276,0.893474961,1
9394,0.181,0.0614,0.31095,0.464,0.0223,0.913,0,9394,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.464484939,0.022255193,0.913337294,1
9399,0.114,0.127,0.3075012,0.215,0.266,0.901,0,9399,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.215321681,0.265578635,0.901013164,1
9400,0.187,0.23,0.256775,0.487,0.648,0.72,5,9400,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.486798066,0.647626113,0.719745391,1
9405,0.316,0.245,0.2788339,0.967,0.703,0.799,4,9405,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.966530309,0.703264095,0.798571869,1
9409,0.244,0.193,0.2915782,0.699,0.51,0.844,0,9409,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.698772778,0.510385757,0.844113046,1
9412,0.161,0.213,0.3062905,0.39,0.585,0.897,0,9412,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.390107847,0.584569733,0.896686782,1
9413,0.118,0.27,0.2428477,0.23,0.796,0.67,0,9413,ERODED,1,1,1,1,1,0,1,1,1,1,1,0.230197099,0.795994065,0.669976817,1
9415,0.275,0.115,0.268935,0.814,0.221,0.763,3,9415,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.81405727,0.221068249,0.763198599,1
9416,0.209,0.3,0.3149491,0.569,0.907,0.928,0,9416,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.568612867,0.90727003,0.927627896,1
9417,0.293,0.324,0.2672044,0.881,0.996,0.757,0,9417,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.880996653,0.996290801,0.757014379,1
9418,0.129,0.254,0.2387323,0.271,0.737,0.655,0,9418,ERODED,1,1,1,1,0,0,1,1,1,1,1,0.2711045,0.736646884,0.655270622,1
9421,0.166,0.313,0.2940978,0.409,0.955,0.853,0,9421,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.40870212,0.955489614,0.853116722,1
9428,0.289,0.157,0.2553884,0.866,0.377,0.715,3,9428,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.866121235,0.376854599,0.714790439,1
9429,0.106,0.144,0.2744339,0.186,0.329,0.783,0,9429,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.185570844,0.328635015,0.782848669,1
9435,0.121,0.29,0.2556339,0.241,0.87,0.716,1,9435,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.241353663,0.870178042,0.715667722,1
9436,0.094,0.0637,0.2870722,0.141,0.0308,0.828,3,9436,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.140944589,0.03078635,0.82801106,1
9438,0.0894,0.097,0.2743607,0.124,0.154,0.783,0,9438,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.123837858,0.154302671,0.782587092,1
9439,0.324,0.132,0.2277553,0.996,0.284,0.616,3,9439,Not eroded,0,1,1,0,0,0,1,0,0,1,1,0.996281145,0.284124629,0.616044811,1
9440,0.109,0.275,0.2700318,0.197,0.815,0.767,0,9440,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.196727408,0.814540059,0.767117964,1
9445,0.127,0.0648,0.2549543,0.264,0.0349,0.713,5,9445,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.263666791,0.034866469,0.713239203,1
9447,0.314,0.152,0.2790518,0.959,0.358,0.799,4,9447,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.959092599,0.358308605,0.799350525,1
9448,0.289,0.119,0.2625445,0.866,0.236,0.74,5,9448,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.866121235,0.235905045,0.740362438,1
9450,0.201,0.056,0.2331002,0.539,0.00223,0.635,2,9450,Not eroded,0,1,1,1,0,0,1,0,1,1,1,0.53886203,0.002225519,0.635144569,1
9451,0.222,0.104,0.2829314,0.617,0.18,0.813,0,9451,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.616957977,0.180267062,0.813214099,1
9456,0.324,0.315,0.2790474,0.996,0.963,0.799,0,9456,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.996281145,0.962908012,0.799334801,1
9458,0.324,0.14,0.2911097,0.996,0.314,0.842,3,9458,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.996281145,0.31379822,0.842438883,1
9459,0.272,0.3,0.2388632,0.803,0.907,0.656,6,9459,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0.802900707,0.90727003,0.655738387,1
9463,0.121,0.288,0.272128,0.241,0.863,0.775,0,9463,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.241353663,0.862759644,0.77460864,1
9466,0.15,0.113,0.3151467,0.349,0.214,0.928,0,9466,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.349200446,0.213649852,0.928334011,1
9473,0.15,0.161,0.2702218,0.349,0.392,0.768,0,9473,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.349200446,0.391691395,0.767796921,1
9474,0.323,0.312,0.3038452,0.993,0.952,0.888,0,9474,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.992562291,0.951780415,0.887948614,1
9476,0.0791,0.215,0.3103225,0.0855,0.592,0.911,0,9476,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.085533656,0.591988131,0.911094951,1
9477,0.131,0.164,0.2975528,0.279,0.403,0.865,0,9477,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.278542209,0.402818991,0.865463008,1
9478,0.131,0.194,0.2827737,0.279,0.514,0.813,0,9478,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.278542209,0.514094955,0.812650565,1
9479,0.162,0.303,0.3167936,0.394,0.918,0.934,0,9479,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.393826701,0.918397626,0.934219133,1
9480,0.135,0.297,0.2666038,0.293,0.896,0.755,0,9480,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.293417627,0.896142433,0.754868162,1
9483,0.174,0.285,0.2466382,0.438,0.852,0.684,3,9483,Not eroded,0,1,1,1,1,0,1,0,0,1,1,0.438452956,0.851632047,0.683521997,1
9484,0.206,0.22,0.2335414,0.557,0.611,0.637,0,9484,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.557456303,0.610534125,0.636721177,1
9486,0.214,0.313,0.2632347,0.587,0.955,0.743,0,9486,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.58720714,0.955489614,0.742828836,1
9492,0.188,0.11,0.2701163,0.491,0.203,0.767,0,9492,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.490516921,0.202522255,0.767419921,1
9494,0.0932,0.127,0.2336918,0.138,0.266,0.637,3,9494,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.137969505,0.265578635,0.637258624,1
9496,0.124,0.143,0.3266222,0.253,0.325,0.969,0,9496,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.252510227,0.324925816,0.969341189,1
9500,0.228,0.324,0.2967723,0.639,0.996,0.863,0,9500,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.639271104,0.996290801,0.862673927,1
9502,0.167,0.0558,0.238073,0.412,0.00148,0.653,5,9502,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.412420974,0.00148368,0.652914644,1
9504,0.184,0.0763,0.3120026,0.476,0.0775,0.917,2,9504,Not eroded,0,1,1,1,1,1,1,0,1,1,1,0.475641502,0.077522255,0.917098712,1
9506,0.324,0.139,0.2575017,0.996,0.31,0.722,3,9506,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.996281145,0.310089021,0.722342221,1
9507,0.246,0.186,0.2789811,0.706,0.484,0.799,0,9507,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.706210487,0.484421365,0.799097881,1
9517,0.22,0.211,0.2524882,0.61,0.577,0.704,3,9517,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.609520268,0.577151335,0.704426706,1
9519,0.0656,0.103,0.228868,0.0353,0.177,0.62,4,9519,Not eroded,0,1,1,0,0,0,0,0,0,1,1,0.035329119,0.176557864,0.620020994,1
